,Year,Time from Start to Finish (seconds),Q1,Q2,Q2_OTHER_TEXT,Q9_Part_1,Q9_Part_2,Q9_Part_3,Q9_Part_4,Q9_Part_5,Q9_Part_6,Q9_Part_7,Q9_Part_8,Q9_OTHER_TEXT,Q10,Q11
4352,2019,913,18-21,Male,-1,,,,,,,,,-1,"4,000-4,999",$100-$999
4353,2019,5628,18-21,Male,-1,,,,,,,,,-1,,
4354,2019,431,18-21,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
4355,2019,750,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"90,000-99,999","$1000-$9,999"
4356,2019,626,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,Other,34,"40,000-49,999","$10,000-$99,999"
4357,2019,684,40-44,Female,-1,,,,,,,,,-1,$0-999,$0 (USD)
4358,2019,924,30-34,Male,-1,,,,,,,,,-1,$0-999,$100-$999
4359,2019,576,25-29,Female,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"80,000-89,999",$0 (USD)
4360,2019,802,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"60,000-69,999",$1-$99
4361,2019,590,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"100,000-124,999",$0 (USD)
4362,2019,947,40-44,Male,-1,,,,,,,,,-1,"60,000-69,999",$0 (USD)
4363,2019,399,35-39,Male,-1,,,,,,Do research that advances the state of the art of machine learning,,,-1,"50,000-59,999","$1000-$9,999"
4364,2019,540,30-34,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"3,000-3,999",$1-$99
4365,2019,582,30-34,Prefer not to say,-1,,,,,,,,,-1,"25,000-29,999",$0 (USD)
4366,2019,3554,50-54,Male,-1,,,,,,,,,-1,,
4367,2019,632,35-39,Female,-1,,,Build prototypes to explore applying machine learning to new areas,,,Do research that advances the state of the art of machine learning,,,-1,"15,000-19,999",$100-$999
4368,2019,311,25-29,Male,-1,,,,,,,,,-1,,
4369,2019,320,30-34,Male,-1,,,,,,,,,-1,"20,000-24,999",$0 (USD)
4370,2019,481,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"10,000-14,999",$0 (USD)
4371,2019,247,30-34,Male,-1,,,,,,,,,-1,"1,000-1,999",$100-$999
4372,2019,707,40-44,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"125,000-149,999","> $100,000 ($USD)"
4373,2019,369,35-39,Female,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"125,000-149,999","$10,000-$99,999"
4374,2019,23967,35-39,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
4375,2019,658,45-49,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"150,000-199,999","> $100,000 ($USD)"
4376,2019,382,25-29,Female,-1,,,,,,,,,-1,"10,000-14,999",$0 (USD)
4377,2019,382,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"7,500-9,999",$100-$999
4378,2019,823,50-54,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"250,000-299,999","> $100,000 ($USD)"
4379,2019,252,25-29,Male,-1,,,,,,,,,-1,"10,000-14,999",$0 (USD)
4380,2019,696,45-49,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"30,000-39,999",$0 (USD)
4381,2019,376,40-44,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
4382,2019,993,45-49,Male,-1,,,,,,,,,-1,"5,000-7,499","$1000-$9,999"
4383,2019,646,50-54,Female,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"100,000-124,999","$10,000-$99,999"
4384,2019,697,50-54,Female,-1,,,,,,,,,-1,,
4385,2019,1339,25-29,Female,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"25,000-29,999","> $100,000 ($USD)"
4386,2019,963,25-29,Female,-1,,,,,,,,,-1,"3,000-3,999",$0 (USD)
4387,2019,38708,18-21,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"3,000-3,999",$0 (USD)
4388,2019,705,25-29,Female,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"4,000-4,999",$100-$999
4389,2019,269,22-24,Male,-1,,,,,,,,,-1,,
4390,2019,1663,22-24,Female,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,$0-999,"$10,000-$99,999"
4391,2019,4632,18-21,Male,-1,,,,,,,,,-1,,
4392,2019,413,25-29,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
4393,2019,1176,18-21,Female,-1,,,,,,,,,-1,,
4394,2019,1795,22-24,Female,-1,,,,,,,,,-1,$0-999,$1-$99
4395,2019,488,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"25,000-29,999",$1-$99
4396,2019,231,22-24,Male,-1,,,,,,,,,-1,,
4397,2019,319,30-34,Male,-1,,,,,,,,,-1,"30,000-39,999",$0 (USD)
4398,2019,1059,18-21,Female,-1,,,,,,,,,-1,,
4399,2019,658,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"30,000-39,999","$1000-$9,999"
4400,2019,390,18-21,Male,-1,,,,,,,,,-1,,
4401,2019,430,30-34,Female,-1,,,,,,,,,-1,,
4402,2019,728,25-29,Female,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"40,000-49,999","> $100,000 ($USD)"
4403,2019,159,25-29,Male,-1,,,,,,,,,-1,,
4404,2019,492,25-29,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"25,000-29,999",$100-$999
4405,2019,716,35-39,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"2,000-2,999",$100-$999
4406,2019,566,22-24,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,$0-999,"$10,000-$99,999"
4407,2019,719,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"15,000-19,999","$10,000-$99,999"
4408,2019,311,25-29,Male,-1,,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,$0-999,$1-$99
4409,2019,230,22-24,Male,-1,,,,,,,,,-1,,
4410,2019,562,18-21,Female,-1,,,,,,,,,-1,,
4411,2019,528,22-24,Female,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"15,000-19,999",$0 (USD)
4412,2019,779,22-24,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"5,000-7,499",$1-$99
4413,2019,384,22-24,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"40,000-49,999","$1000-$9,999"
4414,2019,15202,25-29,Male,-1,,,,,,,,,-1,$0-999,$100-$999
4415,2019,2833,22-24,Female,-1,,,,,,,,,-1,,
4416,2019,815,45-49,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"30,000-39,999",$0 (USD)
4417,2019,1796,25-29,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"7,500-9,999",$100-$999
4418,2019,792,22-24,Female,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"5,000-7,499",$1-$99
4419,2019,539,25-29,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"10,000-14,999",$0 (USD)
4420,2019,410,22-24,Male,-1,,,,,,,,,-1,,
4421,2019,1880,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"100,000-124,999","$10,000-$99,999"
4422,2019,586,25-29,Male,-1,,,,,,,,,-1,"60,000-69,999",$0 (USD)
4423,2019,522,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"100,000-124,999",$100-$999
4424,2019,1375,18-21,Male,-1,,,,,,,,,-1,,
4425,2019,387,30-34,Male,-1,,,,,,,,,-1,"25,000-29,999",$100-$999
4426,2019,279,25-29,Male,-1,,,,,,,,,-1,,
4427,2019,284,18-21,Male,-1,,,,,,,,,-1,,
4428,2019,496,40-44,Male,-1,,,,,,,,,-1,"40,000-49,999",$100-$999
4429,2019,364,22-24,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"50,000-59,999",$0 (USD)
4430,2019,577,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"100,000-124,999",$1-$99
4431,2019,807,30-34,Male,-1,,,,,,,,,-1,"1,000-1,999",$1-$99
4432,2019,3137,30-34,Male,-1,,,,,,,,,-1,,
4433,2019,1484,25-29,Female,-1,,,,,,,,,-1,,
4434,2019,398,40-44,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"125,000-149,999",$0 (USD)
4435,2019,586,18-21,Male,-1,,,,,,,,,-1,,
4436,2019,480,22-24,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,Do research that advances the state of the art of machine learning,,,-1,$0-999,$0 (USD)
4437,2019,396,22-24,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"5,000-7,499",$0 (USD)
4438,2019,838,22-24,Female,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"1,000-1,999",$100-$999
4439,2019,1785,30-34,Female,-1,Analyze and understand data to influence product or business decisions,,,Build and/or run a machine learning service that operationally improves my product or workflows,,Do research that advances the state of the art of machine learning,,,-1,"10,000-14,999","> $100,000 ($USD)"
4440,2019,345,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"100,000-124,999",$0 (USD)
4441,2019,19547,22-24,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"1,000-1,999",$100-$999
4442,2019,22031,35-39,Male,-1,,,,,,,,,-1,,
4443,2019,516,45-49,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"100,000-124,999","> $100,000 ($USD)"
4444,2019,644,18-21,Male,-1,,,,,,,,,-1,,
4445,2019,982,45-49,Prefer not to say,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"80,000-89,999",$100-$999
4446,2019,529,35-39,Female,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"100,000-124,999","> $100,000 ($USD)"
4447,2019,465,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"40,000-49,999",$0 (USD)
4448,2019,64250,25-29,Female,-1,,,,,,,,,-1,$0-999,$0 (USD)
4449,2019,474,18-21,Male,-1,,,,,,,,,-1,,
4450,2019,880,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,Do research that advances the state of the art of machine learning,,,-1,"30,000-39,999",$100-$999
4451,2019,20006,22-24,Male,-1,,,,,,,,,-1,"10,000-14,999",$0 (USD)
4452,2019,697,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"100,000-124,999","$10,000-$99,999"
4453,2019,1580,25-29,Prefer not to say,-1,,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,$0-999,$0 (USD)
4454,2019,453,25-29,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
4455,2019,546,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"100,000-124,999","> $100,000 ($USD)"
4456,2019,537,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"100,000-124,999","$1000-$9,999"
4457,2019,658,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"20,000-24,999",$100-$999
4458,2019,579,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"40,000-49,999","$10,000-$99,999"
4459,2019,1092,45-49,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,$0-999,$100-$999
4460,2019,447,40-44,Male,-1,,,,,,,,,-1,"25,000-29,999",$0 (USD)
4461,2019,782,45-49,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"7,500-9,999",$100-$999
4462,2019,1284,25-29,Female,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"10,000-14,999",$0 (USD)
4463,2019,295,35-39,Male,-1,,,,,,,,,-1,"125,000-149,999",$0 (USD)
4464,2019,301,50-54,Male,-1,,,,,,,,,-1,"7,500-9,999",$0 (USD)
4465,2019,1489,30-34,Male,-1,,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"10,000-14,999","> $100,000 ($USD)"
4466,2019,2743,30-34,Male,-1,,,,,,,,Other,35,$0-999,$0 (USD)
4467,2019,1340,35-39,Male,-1,,,,,,,,,-1,"1,000-1,999",$100-$999
4468,2019,253,18-21,Male,-1,,,,,,,,,-1,,
4469,2019,609,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,$0-999,$100-$999
4470,2019,313,35-39,Male,-1,,,,,,,,,-1,"250,000-299,999",$0 (USD)
4471,2019,950,30-34,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"4,000-4,999",$100-$999
4472,2019,354,40-44,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"125,000-149,999",$100-$999
4473,2019,68811,35-39,Female,-1,,,,,,,,,-1,,
4474,2019,697,55-59,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"90,000-99,999","$1000-$9,999"
4475,2019,450,18-21,Male,-1,,,,,,,,,-1,,
4476,2019,571,40-44,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"60,000-69,999",$100-$999
4477,2019,309,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"80,000-89,999",$0 (USD)
4478,2019,418,30-34,Prefer not to say,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,Do research that advances the state of the art of machine learning,,,-1,"80,000-89,999","$1000-$9,999"
4479,2019,540,30-34,Male,-1,,,,,,,,,-1,"10,000-14,999",$0 (USD)
4480,2019,11356,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"30,000-39,999","> $100,000 ($USD)"
4481,2019,466,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"20,000-24,999","$10,000-$99,999"
4482,2019,7996,35-39,Male,-1,,,,,,,,,-1,"40,000-49,999",$0 (USD)
4483,2019,64494,50-54,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"70,000-79,999","$1000-$9,999"
4484,2019,261,45-49,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"100,000-124,999",$100-$999
4485,2019,282,45-49,Male,-1,,,,,,,,,-1,"40,000-49,999",$100-$999
4486,2019,4832,22-24,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"10,000-14,999",$0 (USD)
4487,2019,632,18-21,Male,-1,,,,,,,,,-1,,
4488,2019,758,35-39,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,Do research that advances the state of the art of machine learning,,,-1,"25,000-29,999","$1000-$9,999"
4489,2019,412,22-24,Male,-1,,,,,,,,,-1,"10,000-14,999",$0 (USD)
4490,2019,12976,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"40,000-49,999","$10,000-$99,999"
4491,2019,1548,25-29,Male,-1,,,,,,,,,-1,"7,500-9,999",$100-$999
4492,2019,500,22-24,Female,-1,,,,,,,,,-1,,
4493,2019,1924,35-39,Prefer not to say,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"20,000-24,999",$0 (USD)
4494,2019,361,25-29,Male,-1,,,,,,,,,-1,"30,000-39,999","$1000-$9,999"
4495,2019,816,35-39,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"1,000-1,999",$100-$999
4496,2019,268,18-21,Male,-1,,,,,,,,,-1,,
4497,2019,1620,60-69,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"100,000-124,999","$1000-$9,999"
4498,2019,294,18-21,Female,-1,,,,,,,,,-1,,
4499,2019,1426,22-24,Female,-1,,,,,,,,,-1,$0-999,"$1000-$9,999"
4500,2019,597,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"150,000-199,999",$0 (USD)
4501,2019,465,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"20,000-24,999",$100-$999
4502,2019,583,40-44,Female,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"40,000-49,999",$100-$999
4503,2019,1059,25-29,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"20,000-24,999","$10,000-$99,999"
4504,2019,1415,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"10,000-14,999","$1000-$9,999"
4505,2019,646,18-21,Female,-1,,,,,,,,,-1,,
4506,2019,547,50-54,Male,-1,,,,,,,,,-1,"30,000-39,999",$100-$999
4507,2019,586,25-29,Female,-1,,,,,,,,,-1,"1,000-1,999",$0 (USD)
4508,2019,425,40-44,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"100,000-124,999",$0 (USD)
4509,2019,656,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"70,000-79,999",$100-$999
4510,2019,443,25-29,Male,-1,,,,,,,,,-1,,
4511,2019,434,22-24,Male,-1,,,,,,,,,-1,,
4512,2019,773,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"15,000-19,999","> $100,000 ($USD)"
4513,2019,757,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"30,000-39,999",$100-$999
4514,2019,438,22-24,Male,-1,,,,,,,,,-1,,
4515,2019,672,45-49,Female,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"5,000-7,499",$100-$999
4516,2019,636,60-69,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"100,000-124,999","$1000-$9,999"
4517,2019,523,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,Do research that advances the state of the art of machine learning,,,-1,"2,000-2,999",$0 (USD)
4518,2019,1535,55-59,Male,-1,,,,,,,,,-1,"100,000-124,999",$0 (USD)
4519,2019,3650,50-54,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"50,000-59,999","$1000-$9,999"
4520,2019,65095,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"30,000-39,999",$0 (USD)
4521,2019,2543,25-29,Male,-1,,,,,,,,,-1,"10,000-14,999",$100-$999
4522,2019,408,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"10,000-14,999","$1000-$9,999"
4523,2019,28394,18-21,Male,-1,,,,,,,,,-1,,
4524,2019,334,25-29,Female,-1,,,,,,,,,-1,"15,000-19,999",$0 (USD)
4525,2019,420,25-29,Male,-1,,,,,,,,,-1,"30,000-39,999",$0 (USD)
4526,2019,2999,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"90,000-99,999",$100-$999
4527,2019,958,60-69,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"200,000-249,999","> $100,000 ($USD)"
4528,2019,1041,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"3,000-3,999",$1-$99
4529,2019,2160,22-24,Male,-1,,,,,,,,,-1,"10,000-14,999",$1-$99
4530,2019,74841,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,,,Experimentation and iteration to improve existing ML models,,,,-1,"40,000-49,999",$100-$999
4531,2019,762,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"4,000-4,999","$1000-$9,999"
4532,2019,849,55-59,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"90,000-99,999",$0 (USD)
4533,2019,528,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"10,000-14,999",$0 (USD)
4534,2019,782,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"2,000-2,999","$10,000-$99,999"
4535,2019,1993,18-21,Female,-1,,,,,,,,,-1,,
4536,2019,22606,45-49,Male,-1,,,,,,,,,-1,"50,000-59,999",$0 (USD)
4537,2019,1122,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"40,000-49,999",$0 (USD)
4538,2019,437,30-34,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"90,000-99,999","$10,000-$99,999"
